path,bytes,sha256,extension,license_status,license_evidence,technical_status,width,height
itch/loose/cow_idle_3x.png,5737,975c1ae809988213f8ea0d2232a9d9d476475c1f47c467bfb809fa27366cb1ee,png,covered_by_folder_license,itch/loose/license.txt,ok_png,288,384
itch/loose/cow_idle_shadow_3x.png,5880,4b9dc3e8122e8f32688a3b46fb0932b01a94a0bd636716e7d07baef107ebb06a,png,covered_by_folder_license,itch/loose/license.txt,ok_png,288,384
itch/loose/cow_walk_3x.png,6071,203b5080f51c820d9553a621939eb6436ad875950fa49530de11255ddab983fc,png,covered_by_folder_license,itch/loose/license.txt,ok_png,288,384
itch/loose/cow_walk_shadow_3x.png,6212,bdf6213acae15980da272b68ebbc507777b28f70b344edc98d60c1d5b1fa878d,png,covered_by_folder_license,itch/loose/license.txt,ok_png,288,384
itch/loose/crafting-workbench-cartoalch_3.png,6564,2977ce99f83e62fe813cc3d96332df50d5fbf203390491eeff8490c9a71b2d03,png,covered_by_folder_license,itch/loose/license.txt,ok_png,384,144
itch/loose/crafting-workbench-tiles_3.png,13051,0a378bb401169526fc67d3a1d2f95c6d6baf79318460317c80fcd1bb87bcc518,png,covered_by_folder_license,itch/loose/license.txt,ok_png,576,336
itch/loose/crops_mv.png,14351,226538a45ac2816d1e47ece9451371af268d7ca7f0f46011786894281fe5ee84,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/cultists_b_3.png,23089,80fdfa69c97ceec17f3dd8762a9c50e11cfb7669d7e5bc5180f37416cd3193e1,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/cultists_masks_3.png,27400,38d543dd6d1a384553b01c8f9d8ceab7e87138eff3b035511d7e9eda5e52a7f5,png,covered_by_folder_license,itch/loose/license.txt,ok_png,936,864
itch/loose/dancerA_single_1_3x.png,7982,4976349923e4af7aa02811eaa035934110a37d6e1448f97d78e1ec119744f845,png,covered_by_folder_license,itch/loose/license.txt,ok_png,414,576
itch/loose/dancerB_single_1_3x.png,8184,dad95164448f922f9fc9fe145e85e1652a953b550f4c7d62eea869719d2d90d7,png,covered_by_folder_license,itch/loose/license.txt,ok_png,414,576
itch/loose/dancerC_single_1_3x.png,8597,cf74bb2b3fb23a69cd4db89fe8442511042f6952b9b8b5fd751a3e6369ae53c4,png,covered_by_folder_license,itch/loose/license.txt,ok_png,414,576
itch/loose/dancerD_single_1_3x.png,8703,44bbd6faccb6479382348e582ae4c0713aa9f67f87a3697d8b42d3386097dfe3,png,covered_by_folder_license,itch/loose/license.txt,ok_png,414,576
itch/loose/demon_3.png,21778,cd1a8b1510fbef2e53745ba37a137f940938203a96bafaa2e604bfe0e75c62c8,png,covered_by_folder_license,itch/loose/license.txt,ok_png,963,1104
itch/loose/demonking_3.png,25067,a4cdba6b4388b16de255f216d38b2692026897e54f02a6d80b7a37f74d4b96af,png,covered_by_folder_license,itch/loose/license.txt,ok_png,963,1104
