archive,archive_sha256,archive_bytes,scan_status,license_entry_count,license_entries,license_snippets,all_entry_count,error_tail
more assets to ingest/Screaming Brain/Horror Texture Pack/Horror Texture Pack 128x128.rar,1fee483ce0253e64096442a2c16833ec9da90bdfa2836e5d54a061f293abf6fb,4141431,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox Cody Sevier Alex Robinson iamsoydev Logan Dunlap Sarah Gray Neo Te Aika - neoteaika.com/",102,
more assets to ingest/Screaming Brain/Horror Texture Pack/Horror Texture Pack 256x256.rar,6c78d279ce669d548ce77adf6dd768e40e1436498326a0bbce578f82cab6e9f0,15599463,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox Cody Sevier Alex Robinson iamsoydev Logan Dunlap Sarah Gray Neo Te Aika - neoteaika.com/",102,
more assets to ingest/Screaming Brain/Horror Texture Pack/Horror Texture Pack 512x512.rar,29feed70b77a17b974cce79a4f343f5f4fdf8f56cec0af91335083bf4cceaae4,68666492,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox Cody Sevier Alex Robinson iamsoydev Logan Dunlap Sarah Gray Neo Te Aika - neoteaika.com/",102,
more assets to ingest/Screaming Brain/Isometric Floor Texture Pack/Isometric Floor Texture Pack.rar,71b9d1e3eae50da0a285a42011304cb6d86fb4ac333c1b1d078df5eefbb504fb,10024929,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca David Williams",158,
more assets to ingest/Screaming Brain/Isometric Grid Pack/Isometric Grid Pack.rar,328b3ba2da96b6a5b9f695aa417051640026056c7860059b5ae10229340b4be6,73475,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ragnar Random warpdkirby The Augur n1ght4ngel19 Marina Kittaka",56,
more assets to ingest/Screaming Brain/Isometric Stone Soup/Isometric Stone Soup.rar,399c687f7fff231c37d02a2c15007013cdcd93c1bfdbed94eaeffa788e99b1e6,2663894,license_evidence_found,2,Readme.txt | License.txt,"Readme.txt: Isometric Stone Soup by Screaming Brain Studios (CC0) This pack has been converted from the Dungeon Crawl Stone Soup (CC0) tileset collection. Original Source: https://opengameart.org/content/dungeon-crawl-32x32-tiles-supplemental Wall Tiles ========== There are *.tsx tile-sheets for Tiled Map Editor for every tileset, which lets you mix and match tiles as needed. All Block tile-sheets also contain flat ""Top Face"" tiles which can be used as overlays on top of walls. These are found right beneath each of the Full and Half block tiles in every tile-sheet. This allows for hiding the top of certain blocks that may have decorations or features you only wish to be displayed on the sides of the block. Floor Tiles =========== All tile-sheets have been organized and named using the original Dungeon Crawl Stone Soup categories and themes, and has a corresponding *.tsx tile-set for Tiled Map editor. || License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars AstralCastoff - astralcastoff.itch.io CyberFoxar Cody Sevier",184,
more assets to ingest/Screaming Brain/Isometric Tiles - Crates Pack/Isometric Tiles - Crates Pack - 128x128.rar,46c414b188cf4725e4f92fe0c7a11012178d473ae930996caa02aba3b8e08365,5556258,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars Jags",18,
more assets to ingest/Screaming Brain/Isometric Tiles - Crates Pack/Isometric Tiles - Crates Pack - 64x64.rar,b489b848cb34fabaa77cd30f3bffe5b974fcd1af3ddeceb11f081809cccdc665,1537432,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars Jags",18,
more assets to ingest/Screaming Brain/Isometric Tiles - Crates Pack/Isometric Tiles - Crates Pack textures - 64x64.rar,7a87e5a3f17eae6fe60421a968f5b2484ac1de444094c8a260e668d4f5041dad,474455,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars Jags",50,
more assets to ingest/Screaming Brain/Isometric Tiles - Doorways Pack/Isometric Tiles - Doorways Pack - Large.rar,6bfe343be71d6092a8ec324455b5597707a0fba62ee0a2dd803865eca9f23ed7,8826778,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers",146,
more assets to ingest/Screaming Brain/Isometric Tiles - Doorways Pack/Isometric Tiles - Doorways Pack - Small.rar,387da2f712db52a64d2cb64f7061a95ddd5e3081c34c777e9ce5c5be6efebdf0,2616106,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers",146,
more assets to ingest/Screaming Brain/Isometric Tiles - Floor Pack/Isometric Tiles - Floor Pack - Large 256x128.rar,290984a225e89dfa985eff3c1b7c0665b57d859a07b717b6914b9a440c21fda0,19085490,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",58,
more assets to ingest/Screaming Brain/Isometric Tiles - Floor Pack/Isometric Tiles - Floor Pack - Small 128x64.rar,1268eb98efe6fef4fd00ae3a3f0cb85d2ceb4a45dff9968510d3b64bcdfde762,5219192,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",58,
more assets to ingest/Screaming Brain/Isometric Tiles - Object Pack/Isometric Tiles - Object Pack.rar,2d53040e0b25320d1a7b96c5b315c91827472997afc541add53f14deb84f52b1,3947812,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",52,
more assets to ingest/Screaming Brain/Isometric Tiles - Overworld Pack/Isometric Tiles - Overworld Pack - Large.rar,876c980d79e6dc86c4b65b440f866523ca63d7e922d481ad2140bfdd5502d0f3,7137346,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",22,
more assets to ingest/Screaming Brain/Isometric Tiles - Overworld Pack/Isometric Tiles - Overworld Pack - Small.rar,e83cc4471b5073ad965ed93adb5aaba796139cfb5ed128f9c7a6b18fbdbcb0f8,1872466,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",22,
more assets to ingest/Screaming Brain/Isometric Tiles - Pathways Pack/Isometric Tiles - Pathways Pack - Large.rar,e00d0c06ffdb17be21af75544631df0ac9fb3f35073a11471df903e9299de93b,23974266,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ragnar Random warpdkirby",254,
more assets to ingest/Screaming Brain/Isometric Tiles - Pathways Pack/Isometric Tiles - Pathways Pack - Small.rar,500a4dbd1a7fc144a63d0afc06174063f8913903c18789186380d73e8188a798,6639530,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ragnar Random warpdkirby",254,
more assets to ingest/Screaming Brain/Isometric Tiles - Roads Pack/Isometric Tiles - Roads Pack - Large.rar,6b4db5483953fe60dbd1a672133037fae0d37164c16ae5c55eec888d121c561b,2251966,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi",72,
more assets to ingest/Screaming Brain/Isometric Tiles - Roads Pack/Isometric Tiles - Roads Pack - Small.rar,c0c92036460090dd496e6ca95a92f10e511e051d7b0d5e0763f5f9ea2f4ccdb7,675748,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi",72,
more assets to ingest/Screaming Brain/Isometric Tiles - Town Pack/Isometric Tiles - Town Pack example.rar,4598c75444ea0cf76441e559cfe61afcf4455c7739351d6c60e73122ce134a34,1996,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",6,
more assets to ingest/Screaming Brain/Isometric Tiles - Town Pack/Isometric Tiles - Town Pack.rar,86df678f4ae059ea130f0c134a6525cbdee042240fa38883a9f0488dc9bdd3bd,4171727,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",6,
more assets to ingest/Screaming Brain/Isometric Tiles - Wall Pack/Isometric Tiles - Wall Pack - Large.rar,75d5813d6b8e74ffe8b4b6350942d160af55724e0fa5443391410a131ee5f87c,29568920,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers",44,
more assets to ingest/Screaming Brain/Isometric Tiles - Wall Pack/Isometric Tiles - Wall Pack - Small.rar,b3d4acec250d131b3e9e2532079d3d6db520a9d3789c72d34c1034ef66d1059c,8239575,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers",44,
more assets to ingest/Screaming Brain/Isometric Wall Texture Pack/Isometric Textures - Wall Pack.rar,6262ce4ac93c5426e9ebf22a1b06ba612cefda7d7771ceba85e45b8a003e1046,12454799,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North",434,
more assets to ingest/Screaming Brain/Old School Dungeon Crawler Pack/Old School Dungeon Crawler Pack.rar,416e473652a332f251e96492105d5c7dbee6a6c4c5913800089ac7c35757b9ac,1487222,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca David Williams",104,
more assets to ingest/Screaming Brain/Old School Dungeon Crawler Pack/SBS - Cave Walls Addon.rar,a3cee2ab0235f4efbdb58bf8e3886ce6b137d2853105e5746be0931c9f202917,1313011,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit.",92,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 1/Photorealistic Texture Pack 1 - 128x128.rar,4970f8d4a483915ebd3fb3b8505b9550c736714067e6eb944c34c7f59a77b87b,3013794,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",74,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 1/Photorealistic Texture Pack 1 - 256x256.rar,671f8fa5b5b373ad629119d29e8dce90eabca0ab2eea2081eced02ac09004bae,12210742,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",74,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 1/Photorealistic Texture Pack 1 - 512x512.rar,bdec73a0235aa8f995ec4c5158eb483c983d87178efb724533db30effa4df1a9,47777640,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",74,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 2/Photorealistic Texture Pack 2 - 128x128.rar,7f4615a106a4325c1fc5650c01f9671451e6dc66ca420e26d5433839af0104a7,7877766,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",194,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 2/Photorealistic Texture Pack 2 - 256x256.rar,c5f85ac499059f5432048667b4bdbaf63e63088a2a25eb70f02a6f0d4ec8d62d,32749592,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",194,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 2/Photorealistic Texture Pack 2 - 512x512.rar,692e58d20050be482f0cd92aaf05012a3d933ad195fbd395686c80725d4927c8,130695647,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",194,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 3/Photorealistic Texture Pack 3 - 128x128.rar,2dffdc9b811b052928d08814ab67bf2fcfae604367883ed1d533034e610d8784,3477299,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars AstralCastoff - astralcastoff.itch.io CyberFoxar Cody Sevier",82,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 3/Photorealistic Texture Pack 3 - 256x256.rar,fd1f8b5d35d233993355aed212aa23f3e74a3ccb5977beac4e7790f527048f5e,13854288,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars AstralCastoff - astralcastoff.itch.io CyberFoxar Cody Sevier",82,
more assets to ingest/Screaming Brain/Photorealistic Texture Pack 3/Photorealistic Texture Pack 3 - 512x512.rar,fae13bedeb1a3be3fdf216aada299e63c4184cfa91cfe302932cb10ba6011a31,54948781,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars AstralCastoff - astralcastoff.itch.io CyberFoxar Cody Sevier",82,
more assets to ingest/Screaming Brain/Planet Surface Backgrounds 1/Planet Surface Backgrounds 1 - 1280x720.rar,429876be11a042a7cbf1746d7d84e45278ef6f53acf567dc67c75f796d6d969e,113818014,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",25,
more assets to ingest/Screaming Brain/Planet Surface Backgrounds 1/Planet Surface Backgrounds 1 - 512x384.rar,abbc53ac56c0baae47b7521df354c7dbeaed0479661067554a312caa320cc431,24992059,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",25,
more assets to ingest/Screaming Brain/Planet Surface Backgrounds 1/Planet Surface Backgrounds 1 - 640x480.rar,ab01f3f494b35b9c4016efe886463c2f1636e9611d9fdb63c5fd283f6d44719a,38910792,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",25,
more assets to ingest/Screaming Brain/Planet Surface Backgrounds 1/Planet Surface Backgrounds 1 - 800x600.rar,cef7b07ff39a39d411ec10d3b6eb4d4af86570986a0d60391fdc3d4ac5badc40,60528456,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams Kevin North Amy Gilhespy grob Ryan Rodgers Uozumi Masumi warpdkirby",25,
