archive,archive_sha256,archive_bytes,scan_status,license_entry_count,license_entries,license_snippets,all_entry_count,error_tail
more assets to ingest/low poly models/Amir Pack/low-poly props set/low-poly props set.zip,e2af304e2b281e310e12dace5633540b79c3ad4fd7eb24dd7dde0ab62d6dfa42,401389,no_license_entry_found,0,,,17,
more assets to ingest/low poly models/Hazmat Character/Hazmat Character.zip,277ff4c3e0be13dee24600361d71a0af5dd2147d07f916f5630e44985d4b4ad3,889965,no_license_entry_found,0,,,6,
more assets to ingest/Magic Forest/bridges and walkways.zip,dfd3b513d129da972d2225f55d1bbd8fd9b9504168a10bf6d01929e3ba27a530,2289123,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Containers and items.zip,885eb13e7e628ea49f219ba1fdb1e526aeb6e51aafc115f4ee6b99159a74ba2e,1921812,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/doors and structures.zip,90ae436701b3de3ac61ef7e1cb73c5d4de67fd1c5727a8da15295691e68f4e5f,2102605,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Floor tiles.zip,e1ee28d92e8b7d3e5634db6aef30b8c72f9767e2736fdef0ee9aae93c8436497,2806859,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/furniture and interior.zip,cc9632e134f6bfae54d022cc03519ea52cd0a261a4c4190fcf3c181c289d8a9f,2021115,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Magic and effects.zip,0936bd39b3a0be3fe8036cf8bf44778da91f456001fff2bb693bd89fd3b41760,1973134,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/magic crystal and lights.zip,37fb7bc1d9d956142547619b7a6ff832195d227d6395eff1e576c22d6d509abf,1739489,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/plants and flowers.zip,bee41c1c1d29d888781850fd303fe8b40e44d5648466eebe083ab0b5d5ad2814,1670969,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Rocks and stones.zip,856181d9943bea48efca33986fb444b678b7fac8dbf9c41df04b5ea86fa44250,1851488,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Signs and misc.zip,32069ac0c12516b1ffcbe0a2207faec4416a8a15cba185a5f18d3117191020ab,1789086,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Special Tiles.zip,90790b94966ed5697dd93c322cb5870588ad91fd1006cad67732aaf76639375e,2497332,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Statues and monuments.zip,50c4a3f458d74a46072d163b5de79049e7c7d99bc7294ad17f0cf9b2b97c4a4d,1776752,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/trees and vegetation.zip,8958f27af80a3b1bb9f2dc513ea6710c2983e6a0a173dd2a7ab6242650fd8888,1991777,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/wall and floor details.zip,e9d53f8fa02a74fa0b434424e4fe372b81b9de8200d7ee6cac6abfa9358af6b6,2237430,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/wall tiles and cliffs.zip,00b0abab4f69a79edc71c83f85dfd846cc6d0cf04e90967dfa7fd290a55af9b9,2358126,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/Water and liquids.zip,ef9988af64a44d1c061a1ee08407d75117465375ec01c19bcf4eab00725d88e7,2222356,no_license_entry_found,0,,,2,
more assets to ingest/Magic Forest/wooden and nature props.zip,79ee1e2540a572305821230cabaf5a0ec02e2e0edf57ebddb95540d8c6b4e32a,1827560,no_license_entry_found,0,,,2,
more assets to ingest/Nemo/Bomb Trio/Bomb Trio.zip,15a9a5f617ca4024c7beb81a655767396669e3098d39b26954baffb0d760cc41,1799261,no_license_entry_found,0,,,23,
more assets to ingest/Nemo/Cursed Trees/Cursed Trees.zip,325ceed068dc6b29b83730832bf10fb96c07640843366324961a4bac965e6364,2256041,license_evidence_found,1,Credits.txt,"Credits.txt: Please credit RPGMakerWarehouse if you use these assets: https://rpgmakerwarehouse.theartofnemo.com/ Twitter, Facebook, Instagram: @theartofnemo",21,
more assets to ingest/Nemo/Dragon Boss (Kamedran)/Dragon Boss (Kamedran).zip,734f295ef45448c4cb851271289243c0d57ef9242ef4e8269b1052a5fb962ab2,4345178,license_evidence_found,1,Credits.txt,"Credits.txt: Please credit RPGMakerWarehouse if you use these assets: https://rpgmakerwarehouse.blogspot.com/ Twitter, Facebook, Instagram: @theartofnemo",14,
more assets to ingest/Nemo/Dragon Evolutions/Dragon Evolutions.zip,4c3dc61dc0439cc2ee1954c0da540bb3f54adb56e9c65059814efdce569b709a,580860,license_evidence_found,1,Credits.txt,"Credits.txt: Please credit RPGMakerWarehouse if you use these assets: https://rpgmakerwarehouse.theartofnemo.com/ Twitter, Facebook, Instagram: @theartofnemo",5,
more assets to ingest/Nemo/Dragon Sprites Pack #1/Dragon Sprites Pack #1.zip,6c49e5b5cf625f79d242fa36ef2e7e461d4c3bab788af0bf7f93ef66985b0484,3204750,no_license_entry_found,0,,,10,
more assets to ingest/Nemo/Goblin Gang/Goblin Gang.zip,e1ce48f9d690dbbf79ca58e4b268fde9db6910f6983adc0733566c0c9fc59671,278358,license_evidence_found,1,Credits.txt,"Credits.txt: Please credit RPGMakerWarehouse if you use these assets: https://rpgmakerwarehouse.theartofnemo.com/ Twitter, Facebook, Instagram: @theartofnemo",5,
more assets to ingest/Nemo/Monster Cragnaw/cragnaw.zip,0accf62a9626a37f2bf4b5252f60494f1e3798f711413be7b5b031e75de34448,17750321,license_evidence_found,1,ReadMe.txt,"ReadMe.txt: Please credit TheArtOfNemo if you use these assets: https://theartofnemo.com/ Artstation, Twitter, Facebook, Instagram: @theartofnemo",14,
more assets to ingest/Nemo/Monster Gaja/Gaja.zip,43c648a8d85573bbc6690fd8027ba7fd6fa95e22378f6b81d87a8c10e8b7211c,49443252,license_evidence_found,1,ReadMe.txt,"ReadMe.txt: Please credit TheArtOfNemo if you use these assets: https://theartofnemo.com/ Artstation, Twitter, Facebook, Instagram: @theartofnemo",14,
more assets to ingest/Nemo/Monsters Pack/Monsters Pack.zip,e6a051a26a7c1e32e091fca807d1ec1c87f19ba7f79a3428b9af8d9c742f925c,595015,no_license_entry_found,0,,,8,
more assets to ingest/Nemo/Summons Pack #1/Summons Pack #1.zip,03cadd9d015d37e66aefaf79be4048b499b3f6d592dfecf5bd710ac4d5d92f43,2794307,no_license_entry_found,0,,,9,
more assets to ingest/parallax/Parallax background - endless plains/Plains parallax separate layers.zip,9b3f398cfdb42962da551e03484831db5e9b20d004b59ef1d0474069be8b1478,17268,no_license_entry_found,0,,,7,
more assets to ingest/Pixel Abyss/Tileset_Demo.zip,ae5898e508ba561ebec6da40a73f6953c4e19ee2f2d1fc0e266ab0f4e5f0a3d4,148963,no_license_entry_found,0,,,10,
"more assets to ingest/Psychological Horror Dungeon/Barrels, crates and objects.zip",45356d29170567059916d3d693f0649a1bacb5ff26d1b8533f00832b55ecdddd,2349594,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Decor and details.zip,20a55adff2a06341b35eb9e341fbef026f7609ee34ac331a4ec8e083319327e7,1759618,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Doors and Arches!.zip,7ea829470dd39861e09b50bde8e6c13ba144a1fa3b928b9546b1f368d45bfacd,1926289,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Floor tiles and wall tiles.zip,b384fdb09b39df0ddbfd8442aaeeddde9bbfd27b764d3da14a7fc89c64064571,2185544,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Furniture and fixtures.zip,e1c58be8cd25a193ac1348ff019ea7387dd81366990a15dedb7878c3abca8666,2080602,no_license_entry_found,0,,,2,
"more assets to ingest/Psychological Horror Dungeon/Jars, pots and items.zip",39ea94c4e3e49ca9df997183e4d0a221e8088e6d48533989e5edcd40e39434c8,1743781,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Lightning and fx.zip,2b443bef9b372ffcf1e738c32584ddbb9200a73db028a580bfff76e36f12a51d,1542135,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Occult and horror elements.zip,65dc9285a1025b8ca27166322e32b01f085207efde2512b244a6ba996c388fc1,2173682,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Patch 1.zip,c753f86136e7cd4081d75baf7c2a5da3d85fe707efe35e6799a5477aa96613aa,1922849,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Psychological elements.zip,1e8cb5dbe263d6e692612c6191b9e0cb263bddc9d5ef218b24374faa2a91e2db,1928674,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Special tiles.zip,5a834c874ed381eb496af2d71d6206e1e75021eb271204630c9a481bab410559,2867971,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Statues and figures.zip,50a27ae8ab09a235bb93e6abdc495d3961aa0bf57d2d4651914992c212ca53ef,2058129,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Structures and columns.zip,feb846dd54bbce683371adda12914e31380b52dd4bbbcefbe92551355bd9651f,2274223,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Traps and mechanism.zip,82e5c19ea593996dc3c7e365ee922c734a4d538e992179eebfe40b742dd9b399,2127680,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Wall and floor details.zip,0af40a9f025aa53a4ff336f71bd3d11b2b838b0fd0f4ef8faa222aeb32f7ef8b,1622659,no_license_entry_found,0,,,2,
more assets to ingest/Psychological Horror Dungeon/Wall tiles.zip,41696c095bd67bc6b7ae0787e9ac5efe627eae7795395d14e991c82cb464c754,2444954,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Bridges and railings.zip,61ba7db454b05fa2b1ae6c75aa691f2bc2634205345a360a5202434dd47403a0,1301356,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Decorative framed garden tiles.zip,4071cf23fe9561aab6edd301f72d1d136de7a4204f529f001beb764cf314a79e,2386634,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Floor tiles.zip,92be30d7f6b6a19acc78f8a886f908805794cc3e280bff65a89ec5f199dced73,1604148,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Flowers and ground cover.zip,f59cd47415c12ce7045581ff983dc553f619da29d5f88afeda7384c1555e5649,1942407,no_license_entry_found,0,,,2,
"more assets to ingest/Sakura Temple/Food, drink and cafe props.zip",9256542f9436ed7c598cc61f40cc268628920d17a9d41fe588116505489116bb,1833065,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Furniture and seating.zip,c81ad41855caed1eef68650e82a9df80425ee3e1c7e6df8ac2fb23db6e9477d1,1712496,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Lanterns and lights.zip,5975026f1e269b63fae9987d0e2904bf98a18df422ed743d6dfffdf4872f28e3,1385928,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Micro tiles.zip,bade61e6442fc82b2721ad556068824ecf833d05a3bb0c78b513b4cf949e9b0f,1020403,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Miscellaneous props.zip,960ddbce9405951bad31dc893554bb1b725c958bcff62131c8e6362258d46366,1418116,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Plants and bushes.zip,40568be64d668e1130339fa32c999d61bf17c32cc56d8ad8eb1786a6eb16b043,1600610,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Rocks and stones.zip,6c4d3c43e8d0fee7233a397ec46674060c6c96ba9cd426054422a21428be78d8,1009810,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Roof tiles.zip,67d40569eebcea4b1e57cba5346e52936a6e8f91f18f1f949ab2fcf45fbe7ffc,968213,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Sakura trees.zip,afba66f7e83b03ade10781fec4607e8dd4278e4461cdcccca3854fccfcd62da5,1856839,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Service stations and counters.zip,5e7a7aec0c97f55d040e975f0592872d033671e8ab85912286705d6ab18faa52,1784624,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Shrine Gates.zip,baaa6b3807412d73ab73a09655669189b4b7ced5b788a9379fe45a4fe9f01946,1843541,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Stone patchs and walkways.zip,60144a816f81b7dac31984b93b2d8fc42549a84bb39a873ba5fa590a6d507d2b,1592505,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Stone planers and raised beds.zip,3178a2f487578a68b896db98f5af75ee96f628dee2d382481393c82eb5ac3a69,1869045,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/temple building parts.zip,f653b224058c3b043099addeb721ab3b26636fcc8ec8f3c64904ff570564f064,1907960,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Wall tiles and edges.zip,44044b997b86193b76517981d7e528fcee63b7ff9d8a19d24ada3dc4b33c373f,1077408,no_license_entry_found,0,,,2,
more assets to ingest/Sakura Temple/Water and ponds.zip,50847365dc52d90eae60fd5e75841898e93f2fd475197536fb59bb52f6f23cf2,1874228,no_license_entry_found,0,,,2,
more assets to ingest/SciGo/Starter Tiles - Platformer/Starter Tiles - Platformer.zip,e8a5cad5b8c16f8a130a0c201c1aafee567adb13ae52e638cc2239f9a83eb843,109491,no_license_entry_found,0,,,180,
more assets to ingest/SciGo/Treasure/Treasure+.zip,d42253f71917b9bf9dddf2d7e447e9842cd72a50fdc210691b3aaeafc5abf803,49257,no_license_entry_found,0,,,17,
more assets to ingest/Screaming Brain/2D Chess Pack/2D Chess Pack.zip,fb01679ab25986ffe3a32da3841bcff0a693f87ffec638fce96323a55f1fbd32,20431847,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca",110,
more assets to ingest/Screaming Brain/2D Dominoes Pack/2D Dominoes Pack.rar,d0d08e41475b70d5966dc7dead917aab210d1040f96d7672a4ab74546d083514,1177893,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox Caleb Ralph Heruca David Williams",11,
more assets to ingest/Screaming Brain/2D Planet Pack 2/2D Planet Pack 2.rar,640f3c47dda1cf8527b956aa80bb82bc52ba8545d1ba79da349ad723941e3fc3,5337311,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North Amy Gilhespy grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Mr.Bruegz",129,
more assets to ingest/Screaming Brain/2D Poker Pack/2D Poker Pack.rar,1de47748a8ac2accd45385e9d91dd9ac34ccec608027c4661f299e0f5b81bcba,359974,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",63,
more assets to ingest/Screaming Brain/2D Word Game Pack/2D Word Game Pack.rar,dce5f6412df19be204e4bdf0a7b8221a87ed5e8d520dc564941e35a56bbd6f0f,13330875,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont",315,
more assets to ingest/Screaming Brain/Abstract Noise Pack/Abstract Noise Pack - 128x128.rar,a14a032807a2fe572269fe2b68db7597b12e93e95b2a8c35b5b4e258151c1068,1128692,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",102,
more assets to ingest/Screaming Brain/Abstract Noise Pack/Abstract Noise Pack - 256x256.rar,3a66eecae1c7017f5956121bdc8eba4657fb76c3e99f4eb66af3cc100e254bbb,3469204,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",102,
more assets to ingest/Screaming Brain/Abstract Noise Pack/Abstract Noise Pack - 512x512.rar,89760205ca52befac09239457fe18ebc0d15830205cf4d3a195e02e92da7fd5f,9479954,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox David Williams",102,
more assets to ingest/Screaming Brain/Animated Transitions Pack/Animated Transitions Pack.rar,41f2ed18c670db91c4755b968eaf09197088d33086db52e4ce5a04e83dca1665,931441,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Mr.Bruegz",1216,
more assets to ingest/Screaming Brain/Circular Texture Pack/Circular Texture Pack - 128x128.rar,723077230f3068393964e84b278ab2224fbff575ae0b2947c65183cbfc7d6d65,7156843,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",202,
more assets to ingest/Screaming Brain/Circular Texture Pack/Circular Texture Pack - 256x256.rar,b750cafe03837c6149acfb8682d5539c0468444ecd7876b137d53280daf19920,25730432,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",202,
more assets to ingest/Screaming Brain/Circular Texture Pack/Circular Texture Pack - 512x512.rar,b50e5d93dbb2bb6670942f59ad2fea97c45d268d9c73ed316163ffb7c3257bd6,233169241,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",202,
more assets to ingest/Screaming Brain/Cloudy Skyboxes/Cloudy Skyboxes - Cubemap.rar,52e9e89930ade5e1d61b4a6413629ff80886890a885539c6b085b70f7f88f43c,22367982,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox - https://falsefox.dev Cody Sevier Neo Te Aika - neoteaika.com/ Alex Robinson Logan Dunlap iamsoydev Sarah Gray Just Matt Stray Molotov The Arcology Podcast",27,
more assets to ingest/Screaming Brain/Cloudy Skyboxes/Cloudy Skyboxes - Panorama.rar,6daaa2bb267885a14c43ce5d6ffc5fa88d6ae93f0400fb3dd51777875b96e42e,28613426,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox - https://falsefox.dev Cody Sevier Neo Te Aika - neoteaika.com/ Alex Robinson Logan Dunlap iamsoydev Sarah Gray Just Matt Stray Molotov The Arcology Podcast",27,
more assets to ingest/Screaming Brain/Cubemap Splitter/SBS - Cubemap Splitter.zip,61b2c81e11ae932b6bd9b5f79fc0f057d5344b1415d417d888c57b7cd9a6d867,11242626,license_evidence_found,2,CSv1.0 README.txt | License.txt,"CSv1.0 README.txt: Screaming Brain Studios - Cubemap Splitter v1.0 This tool has been released under the Public Domain (CC0) license and is free to share and redistribute. Open - Load a Cubemap, Panorama, or 6 images to stitch Layout - Switch the current projection type (Auto Detect, Horizontal, Vertical) Output - Displays the output folder where files will be saved. '...' - Select an output folder. Export - The two export buttons in the upper right will change depending on the current loaded Cubemap or Panorama image. The dark vertical bar between the two preview areas can be dragged and resized. Splitting a Cubemap / Panorama ------------------------------ Press the 'Open' button at the top right of the program. The Cubemap Splitter can load *.jpg, *.jpeg, *.bmp, *.png, or *.hdr Horizontal Cubemaps, Vertical Cubemaps, or Panoramas. When loading an .hdr image, normalizing and tone mapping will be applied to compress the high dynamic range of values to better display them in the program. These values are || License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur Marina Kittaka - marinakittaka.com Jeremy Dumont AstralCastoff - astralcastoff.itch.io CyberFoxar kit.fox - https://falsefox.dev Cody Sevier Alex Robinson Neo Te Aika - neoteaika.com/ Logan Dunlap iamsoydev Sarah Gray Stray Molotov The Arcology Podcast grumbo - https://bsky.app/profile/grumbo.dev Andrew Bailey Jacob McGrath Joey Arthur soulellipsis Akhnamn Ramesra Andrew Spi",4,
more assets to ingest/Screaming Brain/Glass Letter Tiles/Glass Letter Tiles.rar,50d34b5ecfd3f472afb784fd9252e359e01179f16596fd9c71b9f272abfba95a,3637758,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- || A Very Special Thanks to all my Patrons || Dwayne Jarvis Peardox - peardox.itch.io David Williams Kevin North grob - groverburger.itch.io Ragnar Random - ragnarrandom.com warpdkirby The Augur n1ght4ngel19 Marina Kittaka - marinakittaka.com Jeremy Dumont Mars Jags",326,
more assets to ingest/Screaming Brain/Gradient Texture Pack/Gradient Texture Pack - 128x128.rar,793e54c4c826c424181bdf11db3b70028a098dac1a7efd22d882f1115a57bc71,1608828,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",114,
more assets to ingest/Screaming Brain/Gradient Texture Pack/Gradient Texture Pack - 256x256.rar,3ea255aaa7c10c7126cc395a7e4507e8f8cfabb230a39fe1e768b10c6d7431bb,5285443,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",114,
more assets to ingest/Screaming Brain/Gradient Texture Pack/Gradient Texture Pack - 512x512.rar,eb6086bf5e032be6f31f0e105ab01ca5a1df73a89ec37d525099af56bcfdd766,19866454,license_evidence_found,1,License.txt,"License.txt: All Screaming Brain Studios assets have been released under the CC0/Public Domain License. You are free to use these assets in any and all projects, commercial or non-commercial, with no restrictions, and can be released with or without credit. -------------------------------------------------- CC0 1.0 Universal (CC0 1.0) Public Domain https://creativecommons.org/publicdomain/zero/1.0/ -------------------------------------------------- A Special thanks to all my Patrons: Dwayne Jarvis Peardox",114,
