pack,raw_location,absolute_location,exists,file_count,promotion_recommendation,license_statuses,top_categories
hazmat-character-277ff4c3e0be,imports/raw/more_assets_to_ingest/hazmat-character-277ff4c3e0be,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\hazmat-character-277ff4c3e0be,True,5,hold_quarantine,no_license_evidence,"model_3d:2, binary_or_tool:1, source_art:1, sprite_or_character:1"
magic-shader-part-5-f6072eee5dcd,imports/raw/more_assets_to_ingest/magic-shader-part-5-f6072eee5dcd,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\magic-shader-part-5-f6072eee5dcd,True,5,hold_quarantine,no_license_evidence,vfx:5
pet-mobile-pixel-asset-pack-482f6baec0ed,imports/raw/more_assets_to_ingest/pet-mobile-pixel-asset-pack-482f6baec0ed,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\pet-mobile-pixel-asset-pack-482f6baec0ed,True,5,hold_quarantine,no_license_evidence,image_uncategorized:5
cat-pack-mochi-716823b738d9,imports/raw/more_assets_to_ingest/cat-pack-mochi-716823b738d9,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\cat-pack-mochi-716823b738d9,True,4,hold_quarantine,no_license_evidence,image_uncategorized:4
crimson-gothic-castle-ad30a78c75fa,imports/raw/more_assets_to_ingest/crimson-gothic-castle-ad30a78c75fa,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\crimson-gothic-castle-ad30a78c75fa,True,4,hold_quarantine,no_license_evidence,image_uncategorized:4
dragon-evolutions-4c3dc61dc043,imports/raw/more_assets_to_ingest/dragon-evolutions-4c3dc61dc043,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\dragon-evolutions-4c3dc61dc043,True,4,hold_quarantine,attribution_required_review_required,"image_uncategorized:3, license_or_readme:1"
effect-and-bullet-16x16-29a4d863c0aa,imports/raw/more_assets_to_ingest/effect-and-bullet-16x16-29a4d863c0aa,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\effect-and-bullet-16x16-29a4d863c0aa,True,4,hold_quarantine,no_license_evidence,vfx:4
goblin-gang-e1ce48f9d690,imports/raw/more_assets_to_ingest/goblin-gang-e1ce48f9d690,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\goblin-gang-e1ce48f9d690,True,4,hold_quarantine,attribution_required_review_required,"image_uncategorized:3, license_or_readme:1"
patch-1-716309ce9841,imports/raw/more_assets_to_ingest/patch-1-716309ce9841,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\patch-1-716309ce9841,True,4,hold_quarantine,no_license_evidence,image_uncategorized:4
lowplycharacters-0-1-7cf1595239b1,imports/raw/more_assets_to_ingest/lowplycharacters-0-1-7cf1595239b1,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\lowplycharacters-0-1-7cf1595239b1,True,3,hold_quarantine,no_license_evidence,model_3d:3
amir-low-poly-modular-characters-across-time-f4ecdd2166a8,imports/raw/more_assets_to_ingest/amir-low-poly-modular-characters-across-time-f4ecdd2166a8,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\amir-low-poly-modular-characters-across-time-f4ecdd2166a8,True,2,hold_quarantine,no_license_evidence,model_3d:2
dog-mega-pack-48908044955e,imports/raw/more_assets_to_ingest/dog-mega-pack-48908044955e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\dog-mega-pack-48908044955e,True,2,hold_quarantine,no_license_evidence,image_uncategorized:2
elven-forest-asset-pack-b10b1cfc46bc,imports/raw/more_assets_to_ingest/elven-forest-asset-pack-b10b1cfc46bc,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\elven-forest-asset-pack-b10b1cfc46bc,True,2,hold_quarantine,no_license_evidence,image_uncategorized:2
great-war-rpg-maker-houses-6efa86dd0b03,imports/raw/more_assets_to_ingest/great-war-rpg-maker-houses-6efa86dd0b03,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\great-war-rpg-maker-houses-6efa86dd0b03,True,2,hold_quarantine,no_license_evidence,image_uncategorized:2
pixel-holy-spell-effect-32x32-pack-3-9a2962a4d643,imports/raw/more_assets_to_ingest/pixel-holy-spell-effect-32x32-pack-3-9a2962a4d643,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\pixel-holy-spell-effect-32x32-pack-3-9a2962a4d643,True,2,hold_quarantine,no_license_evidence,vfx:2
zombie-dead-cats-537a22659faf,imports/raw/more_assets_to_ingest/zombie-dead-cats-537a22659faf,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\zombie-dead-cats-537a22659faf,True,2,hold_quarantine,no_license_evidence,image_uncategorized:2
1-grass-tiles-6b1013749468,imports/raw/more_assets_to_ingest/1-grass-tiles-6b1013749468,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\1-grass-tiles-6b1013749468,True,1,hold_quarantine,no_license_evidence,tileset:1
1-marble-floor-tiles-71b5c65e13fb,imports/raw/more_assets_to_ingest/1-marble-floor-tiles-71b5c65e13fb,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\1-marble-floor-tiles-71b5c65e13fb,True,1,hold_quarantine,no_license_evidence,tileset:1
1-ocean-floor-tiles-c1ab45e4c72f,imports/raw/more_assets_to_ingest/1-ocean-floor-tiles-c1ab45e4c72f,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\1-ocean-floor-tiles-c1ab45e4c72f,True,1,hold_quarantine,no_license_evidence,tileset:1
1-snow-floor-tiles-01d72d36b3d7,imports/raw/more_assets_to_ingest/1-snow-floor-tiles-01d72d36b3d7,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\1-snow-floor-tiles-01d72d36b3d7,True,1,hold_quarantine,no_license_evidence,tileset:1
10-altars-and-offering-9d7470aea84e,imports/raw/more_assets_to_ingest/10-altars-and-offering-9d7470aea84e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\10-altars-and-offering-9d7470aea84e,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
10-bridges-and-wooden-walkways-6e4d0b5f07bb,imports/raw/more_assets_to_ingest/10-bridges-and-wooden-walkways-6e4d0b5f07bb,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\10-bridges-and-wooden-walkways-6e4d0b5f07bb,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
10-petals-and-ground-details-7e3892394ad8,imports/raw/more_assets_to_ingest/10-petals-and-ground-details-7e3892394ad8,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\10-petals-and-ground-details-7e3892394ad8,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
10-ruins-pillars-and-columns-5001ebd19fa0,imports/raw/more_assets_to_ingest/10-ruins-pillars-and-columns-5001ebd19fa0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\10-ruins-pillars-and-columns-5001ebd19fa0,True,1,hold_quarantine,no_license_evidence,ui:1
11-amphoras-and-pottery-541c10859454,imports/raw/more_assets_to_ingest/11-amphoras-and-pottery-541c10859454,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\11-amphoras-and-pottery-541c10859454,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
11-fences-and-gates-ecccbe7f98f2,imports/raw/more_assets_to_ingest/11-fences-and-gates-ecccbe7f98f2,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\11-fences-and-gates-ecccbe7f98f2,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
11-underwater-doors-and-gates-7a5747c3dc0d,imports/raw/more_assets_to_ingest/11-underwater-doors-and-gates-7a5747c3dc0d,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\11-underwater-doors-and-gates-7a5747c3dc0d,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
11-village-furniture-and-props-5356df3d9917,imports/raw/more_assets_to_ingest/11-village-furniture-and-props-5356df3d9917,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\11-village-furniture-and-props-5356df3d9917,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
12-bridges-and-boardwalks-e13de7b9eefb,imports/raw/more_assets_to_ingest/12-bridges-and-boardwalks-e13de7b9eefb,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\12-bridges-and-boardwalks-e13de7b9eefb,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
12-cave-entrances-7e65850c30bf,imports/raw/more_assets_to_ingest/12-cave-entrances-7e65850c30bf,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\12-cave-entrances-7e65850c30bf,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
12-crates-barrels-and-storage-3e7b7291aca3,imports/raw/more_assets_to_ingest/12-crates-barrels-and-storage-3e7b7291aca3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\12-crates-barrels-and-storage-3e7b7291aca3,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
12-market-props-and-crates-a6e3414e0dab,imports/raw/more_assets_to_ingest/12-market-props-and-crates-a6e3414e0dab,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\12-market-props-and-crates-a6e3414e0dab,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
13-bridges-and-platforms-0490da9a8206,imports/raw/more_assets_to_ingest/13-bridges-and-platforms-0490da9a8206,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\13-bridges-and-platforms-0490da9a8206,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
13-furniture-and-seating-b996158e8159,imports/raw/more_assets_to_ingest/13-furniture-and-seating-b996158e8159,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\13-furniture-and-seating-b996158e8159,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
13-garden-beds-c6b7e8cc5134,imports/raw/more_assets_to_ingest/13-garden-beds-c6b7e8cc5134,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\13-garden-beds-c6b7e8cc5134,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
13-lanterns-and-warmlights-b496171ee6cf,imports/raw/more_assets_to_ingest/13-lanterns-and-warmlights-b496171ee6cf,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\13-lanterns-and-warmlights-b496171ee6cf,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
14-banners-and-flags-14823dbf470c,imports/raw/more_assets_to_ingest/14-banners-and-flags-14823dbf470c,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\14-banners-and-flags-14823dbf470c,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
14-garden-furniture-cddb11c57131,imports/raw/more_assets_to_ingest/14-garden-furniture-cddb11c57131,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\14-garden-furniture-cddb11c57131,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
14-market-and-outdoor-props-db40867562ab,imports/raw/more_assets_to_ingest/14-market-and-outdoor-props-db40867562ab,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\14-market-and-outdoor-props-db40867562ab,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
14-shells-and-small-details-7c72e604e448,imports/raw/more_assets_to_ingest/14-shells-and-small-details-7c72e604e448,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\14-shells-and-small-details-7c72e604e448,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
15-benches-and-seating-977f11b0b80b,imports/raw/more_assets_to_ingest/15-benches-and-seating-977f11b0b80b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\15-benches-and-seating-977f11b0b80b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
15-mythological-symbols-e6a7c4985c99,imports/raw/more_assets_to_ingest/15-mythological-symbols-e6a7c4985c99,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\15-mythological-symbols-e6a7c4985c99,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
15-statues-and-ancient-relics-138f61ae465b,imports/raw/more_assets_to_ingest/15-statues-and-ancient-relics-138f61ae465b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\15-statues-and-ancient-relics-138f61ae465b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
15-winter-decorations-c0c94d07ab70,imports/raw/more_assets_to_ingest/15-winter-decorations-c0c94d07ab70,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\15-winter-decorations-c0c94d07ab70,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
16-interior-cabin-props-8fd85d36b1c2,imports/raw/more_assets_to_ingest/16-interior-cabin-props-8fd85d36b1c2,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\16-interior-cabin-props-8fd85d36b1c2,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
16-lamps-and-lights-219afbfe16ca,imports/raw/more_assets_to_ingest/16-lamps-and-lights-219afbfe16ca,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\16-lamps-and-lights-219afbfe16ca,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
16-lanterns-and-glow-lights-f2bf3307b8f5,imports/raw/more_assets_to_ingest/16-lanterns-and-glow-lights-f2bf3307b8f5,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\16-lanterns-and-glow-lights-f2bf3307b8f5,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
16-weapons-and-shields-50344499e75a,imports/raw/more_assets_to_ingest/16-weapons-and-shields-50344499e75a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\16-weapons-and-shields-50344499e75a,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
17-barnacles-and-wall-detaills-6bab38c1f7c2,imports/raw/more_assets_to_ingest/17-barnacles-and-wall-detaills-6bab38c1f7c2,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\17-barnacles-and-wall-detaills-6bab38c1f7c2,True,1,hold_quarantine,no_license_evidence,tileset:1
17-mailboxes-and-birdhouses-4f5350d29ef0,imports/raw/more_assets_to_ingest/17-mailboxes-and-birdhouses-4f5350d29ef0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\17-mailboxes-and-birdhouses-4f5350d29ef0,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
17-ruins-and-debris-9c698abd9f38,imports/raw/more_assets_to_ingest/17-ruins-and-debris-9c698abd9f38,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\17-ruins-and-debris-9c698abd9f38,True,1,hold_quarantine,no_license_evidence,ui:1
17-snow-effects-and-weather-964f079715d3,imports/raw/more_assets_to_ingest/17-snow-effects-and-weather-964f079715d3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\17-snow-effects-and-weather-964f079715d3,True,1,hold_quarantine,no_license_evidence,vfx:1
18-crystals-and-bioluminescense-469cc97fc716,imports/raw/more_assets_to_ingest/18-crystals-and-bioluminescense-469cc97fc716,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\18-crystals-and-bioluminescense-469cc97fc716,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
18-nature-and-plants-47c3e05a8253,imports/raw/more_assets_to_ingest/18-nature-and-plants-47c3e05a8253,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\18-nature-and-plants-47c3e05a8253,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
18-pots-and-planters-c8f865e0ae28,imports/raw/more_assets_to_ingest/18-pots-and-planters-c8f865e0ae28,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\18-pots-and-planters-c8f865e0ae28,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
18-winter-food-and-drinks-b5674bad0cdd,imports/raw/more_assets_to_ingest/18-winter-food-and-drinks-b5674bad0cdd,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\18-winter-food-and-drinks-b5674bad0cdd,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
19-decor-and-homey-items-23eb95e281d6,imports/raw/more_assets_to_ingest/19-decor-and-homey-items-23eb95e281d6,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\19-decor-and-homey-items-23eb95e281d6,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
19-deep-sea-props-a8aaf8734e9e,imports/raw/more_assets_to_ingest/19-deep-sea-props-a8aaf8734e9e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\19-deep-sea-props-a8aaf8734e9e,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
19-signs-and-village-boards-dbd1cc73ea98,imports/raw/more_assets_to_ingest/19-signs-and-village-boards-dbd1cc73ea98,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\19-signs-and-village-boards-dbd1cc73ea98,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
19-torches-and-braziers-cb861cc90d00,imports/raw/more_assets_to_ingest/19-torches-and-braziers-cb861cc90d00,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\19-torches-and-braziers-cb861cc90d00,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
2-coral-reef-tiles-7d6931a68038,imports/raw/more_assets_to_ingest/2-coral-reef-tiles-7d6931a68038,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\2-coral-reef-tiles-7d6931a68038,True,1,hold_quarantine,no_license_evidence,tileset:1
2-soil-and-dirt-tiles-0076387e9b48,imports/raw/more_assets_to_ingest/2-soil-and-dirt-tiles-0076387e9b48,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\2-soil-and-dirt-tiles-0076387e9b48,True,1,hold_quarantine,no_license_evidence,tileset:1
2-temple-wall-tiles-ba125f3044b5,imports/raw/more_assets_to_ingest/2-temple-wall-tiles-ba125f3044b5,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\2-temple-wall-tiles-ba125f3044b5,True,1,hold_quarantine,no_license_evidence,tileset:1
2-wall-tiles-and-snowy-edges-2ac14060ba0b,imports/raw/more_assets_to_ingest/2-wall-tiles-and-snowy-edges-2ac14060ba0b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\2-wall-tiles-and-snowy-edges-2ac14060ba0b,True,1,hold_quarantine,no_license_evidence,tileset:1
20-divine-magical-tiles-0d96c4dbb68e,imports/raw/more_assets_to_ingest/20-divine-magical-tiles-0d96c4dbb68e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\20-divine-magical-tiles-0d96c4dbb68e,True,1,hold_quarantine,no_license_evidence,tileset:1
20-extra-cozy-details-452bb1db9bc6,imports/raw/more_assets_to_ingest/20-extra-cozy-details-452bb1db9bc6,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\20-extra-cozy-details-452bb1db9bc6,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
20-special-magic-tiles-bfbb093049b8,imports/raw/more_assets_to_ingest/20-special-magic-tiles-bfbb093049b8,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\20-special-magic-tiles-bfbb093049b8,True,1,hold_quarantine,no_license_evidence,tileset:1
20-special-tiles-and-magic-ice-c2fc289d3d9a,imports/raw/more_assets_to_ingest/20-special-tiles-and-magic-ice-c2fc289d3d9a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\20-special-tiles-and-magic-ice-c2fc289d3d9a,True,1,hold_quarantine,no_license_evidence,tileset:1
3-pillars-and-columns-692538968ec2,imports/raw/more_assets_to_ingest/3-pillars-and-columns-692538968ec2,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\3-pillars-and-columns-692538968ec2,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
3-seaweed-and-kelp-494908ef8323,imports/raw/more_assets_to_ingest/3-seaweed-and-kelp-494908ef8323,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\3-seaweed-and-kelp-494908ef8323,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
3-snow-paths-and-roads-5ac465ee18dd,imports/raw/more_assets_to_ingest/3-snow-paths-and-roads-5ac465ee18dd,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\3-snow-paths-and-roads-5ac465ee18dd,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
3-stone-paths-7b47b2cef531,imports/raw/more_assets_to_ingest/3-stone-paths-7b47b2cef531,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\3-stone-paths-7b47b2cef531,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
4-cabins-and-house-parts-1277629931ba,imports/raw/more_assets_to_ingest/4-cabins-and-house-parts-1277629931ba,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\4-cabins-and-house-parts-1277629931ba,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
4-flower-paths-ccd420aadae7,imports/raw/more_assets_to_ingest/4-flower-paths-ccd420aadae7,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\4-flower-paths-ccd420aadae7,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
4-temple-doors-and-gates-7c960c3f9f4e,imports/raw/more_assets_to_ingest/4-temple-doors-and-gates-7c960c3f9f4e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\4-temple-doors-and-gates-7c960c3f9f4e,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
4-water-details-and-foam-bccaf7534ee9,imports/raw/more_assets_to_ingest/4-water-details-and-foam-bccaf7534ee9,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\4-water-details-and-foam-bccaf7534ee9,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
5-doors-and-arches-f1d68c527e5d,imports/raw/more_assets_to_ingest/5-doors-and-arches-f1d68c527e5d,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\5-doors-and-arches-f1d68c527e5d,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
5-rock-formations-fae815d72d21,imports/raw/more_assets_to_ingest/5-rock-formations-fae815d72d21,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\5-rock-formations-fae815d72d21,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
5-stairs-and-elevation-tiles-8ec1208b0310,imports/raw/more_assets_to_ingest/5-stairs-and-elevation-tiles-8ec1208b0310,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\5-stairs-and-elevation-tiles-8ec1208b0310,True,1,hold_quarantine,no_license_evidence,tileset:1
5-water-and-ponds-d74a6e6ca388,imports/raw/more_assets_to_ingest/5-water-and-ponds-d74a6e6ca388,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\5-water-and-ponds-d74a6e6ca388,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
6-cherry-blossom-trees-1e3e03e36c51,imports/raw/more_assets_to_ingest/6-cherry-blossom-trees-1e3e03e36c51,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\6-cherry-blossom-trees-1e3e03e36c51,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
6-frozen-trees-and-pines-f6a607475d14,imports/raw/more_assets_to_ingest/6-frozen-trees-and-pines-f6a607475d14,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\6-frozen-trees-and-pines-f6a607475d14,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
6-stone-paths-and-roads-1ae65ba3d753,imports/raw/more_assets_to_ingest/6-stone-paths-and-roads-1ae65ba3d753,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\6-stone-paths-and-roads-1ae65ba3d753,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
6-underwater-plants-bdcd3e1e63ec,imports/raw/more_assets_to_ingest/6-underwater-plants-bdcd3e1e63ec,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\6-underwater-plants-bdcd3e1e63ec,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
7-bushes-and-shrubs-498f308774ba,imports/raw/more_assets_to_ingest/7-bushes-and-shrubs-498f308774ba,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\7-bushes-and-shrubs-498f308774ba,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
7-bushes-and-snow-vegetation-17555a269967,imports/raw/more_assets_to_ingest/7-bushes-and-snow-vegetation-17555a269967,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\7-bushes-and-snow-vegetation-17555a269967,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
7-troplical-fish-and-sea-life-5f7edf1b2faf,imports/raw/more_assets_to_ingest/7-troplical-fish-and-sea-life-5f7edf1b2faf,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\7-troplical-fish-and-sea-life-5f7edf1b2faf,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
7-water-fountains-and-pools-a410744aad95,imports/raw/more_assets_to_ingest/7-water-fountains-and-pools-a410744aad95,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\7-water-fountains-and-pools-a410744aad95,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
8-olive-trees-and-sacred-trees-b2326c26ea6c,imports/raw/more_assets_to_ingest/8-olive-trees-and-sacred-trees-b2326c26ea6c,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\8-olive-trees-and-sacred-trees-b2326c26ea6c,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
8-rocks-and-frozen-cliffs-229a8ccf7c70,imports/raw/more_assets_to_ingest/8-rocks-and-frozen-cliffs-229a8ccf7c70,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\8-rocks-and-frozen-cliffs-229a8ccf7c70,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
8-treasure-and-loot-218f6d8a8b61,imports/raw/more_assets_to_ingest/8-treasure-and-loot-218f6d8a8b61,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\8-treasure-and-loot-218f6d8a8b61,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
8-trees-spring-26e6cfe56d30,imports/raw/more_assets_to_ingest/8-trees-spring-26e6cfe56d30,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\8-trees-spring-26e6cfe56d30,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
9-flowers-and-plants-db6bd30a986a,imports/raw/more_assets_to_ingest/9-flowers-and-plants-db6bd30a986a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\9-flowers-and-plants-db6bd30a986a,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
9-ice-and-frozen-water-fe78bc407401,imports/raw/more_assets_to_ingest/9-ice-and-frozen-water-fe78bc407401,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\9-ice-and-frozen-water-fe78bc407401,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
9-statues-and-sculptures-d2492495f41d,imports/raw/more_assets_to_ingest/9-statues-and-sculptures-d2492495f41d,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\9-statues-and-sculptures-d2492495f41d,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
9-sunken-ruins-walls-1fc807353a3b,imports/raw/more_assets_to_ingest/9-sunken-ruins-walls-1fc807353a3b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\9-sunken-ruins-walls-1fc807353a3b,True,1,hold_quarantine,no_license_evidence,tileset:1
banners-and-posters-530ce14fa478,imports/raw/more_assets_to_ingest/banners-and-posters-530ce14fa478,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\banners-and-posters-530ce14fa478,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
barrels-crates-and-objects-45356d291705,imports/raw/more_assets_to_ingest/barrels-crates-and-objects-45356d291705,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\barrels-crates-and-objects-45356d291705,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
barrels-crates-and-sacks-3b97ebee2af8,imports/raw/more_assets_to_ingest/barrels-crates-and-sacks-3b97ebee2af8,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\barrels-crates-and-sacks-3b97ebee2af8,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
