pack,raw_location,absolute_location,exists,file_count,promotion_recommendation,license_statuses,top_categories
blood-and-gore-813d8ebf391a,imports/raw/more_assets_to_ingest/blood-and-gore-813d8ebf391a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\blood-and-gore-813d8ebf391a,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
bridges-and-railings-61ba7db454b0,imports/raw/more_assets_to_ingest/bridges-and-railings-61ba7db454b0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\bridges-and-railings-61ba7db454b0,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
bridges-and-walkways-dfd3b513d129,imports/raw/more_assets_to_ingest/bridges-and-walkways-dfd3b513d129,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\bridges-and-walkways-dfd3b513d129,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
cargo-crates-and-containers-64adb941962a,imports/raw/more_assets_to_ingest/cargo-crates-and-containers-64adb941962a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\cargo-crates-and-containers-64adb941962a,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
cat-pack-pochi-8f98a02f041b,imports/raw/more_assets_to_ingest/cat-pack-pochi-8f98a02f041b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\cat-pack-pochi-8f98a02f041b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
coffe-machines-brewing-tools-mugs-and-drink-props-177b7fb8796b,imports/raw/more_assets_to_ingest/coffe-machines-brewing-tools-mugs-and-drink-props-177b7fb8796b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\coffe-machines-brewing-tools-mugs-and-drink-props-177b7fb8796b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
containers-and-items-885eb13e7e62,imports/raw/more_assets_to_ingest/containers-and-items-885eb13e7e62,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\containers-and-items-885eb13e7e62,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
counters-bar-pieces-and-service-stations-fc509444e309,imports/raw/more_assets_to_ingest/counters-bar-pieces-and-service-stations-fc509444e309,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\counters-bar-pieces-and-service-stations-fc509444e309,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
decor-and-details-20a55adff2a0,imports/raw/more_assets_to_ingest/decor-and-details-20a55adff2a0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\decor-and-details-20a55adff2a0,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
decorative-framed-garden-tiles-4071cf23fe95,imports/raw/more_assets_to_ingest/decorative-framed-garden-tiles-4071cf23fe95,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\decorative-framed-garden-tiles-4071cf23fe95,True,1,hold_quarantine,no_license_evidence,tileset:1
doors-and-arches-36029f617ac3,imports/raw/more_assets_to_ingest/doors-and-arches-36029f617ac3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\doors-and-arches-36029f617ac3,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
doors-and-arches-7ea829470dd3,imports/raw/more_assets_to_ingest/doors-and-arches-7ea829470dd3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\doors-and-arches-7ea829470dd3,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
doors-and-arches-a7c65f784571,imports/raw/more_assets_to_ingest/doors-and-arches-a7c65f784571,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\doors-and-arches-a7c65f784571,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
doors-and-structures-90ae436701b3,imports/raw/more_assets_to_ingest/doors-and-structures-90ae436701b3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\doors-and-structures-90ae436701b3,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
exterior-cafe-props-awnings-windows-potted-plants-and-more-16041d8300cd,imports/raw/more_assets_to_ingest/exterior-cafe-props-awnings-windows-potted-plants-and-more-16041d8300cd,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\exterior-cafe-props-awnings-windows-potted-plants-and-more-16041d8300cd,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
floor-tiles-1-f6d206affa62,imports/raw/more_assets_to_ingest/floor-tiles-1-f6d206affa62,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\floor-tiles-1-f6d206affa62,True,1,hold_quarantine,no_license_evidence,tileset:1
floor-tiles-92be30d7f6b6,imports/raw/more_assets_to_ingest/floor-tiles-92be30d7f6b6,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\floor-tiles-92be30d7f6b6,True,1,hold_quarantine,no_license_evidence,tileset:1
floor-tiles-and-wall-tiles-b384fdb09b39,imports/raw/more_assets_to_ingest/floor-tiles-and-wall-tiles-b384fdb09b39,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\floor-tiles-and-wall-tiles-b384fdb09b39,True,1,hold_quarantine,no_license_evidence,tileset:1
floor-tiles-e1ee28d92e8b,imports/raw/more_assets_to_ingest/floor-tiles-e1ee28d92e8b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\floor-tiles-e1ee28d92e8b,True,1,hold_quarantine,no_license_evidence,tileset:1
floor-walls-295bf6b6d8ba,imports/raw/more_assets_to_ingest/floor-walls-295bf6b6d8ba,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\floor-walls-295bf6b6d8ba,True,1,hold_quarantine,no_license_evidence,tileset:1
flowers-and-ground-cover-f59cd47415c1,imports/raw/more_assets_to_ingest/flowers-and-ground-cover-f59cd47415c1,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\flowers-and-ground-cover-f59cd47415c1,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
food-drink-and-cafe-props-9256542f9436,imports/raw/more_assets_to_ingest/food-drink-and-cafe-props-9256542f9436,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\food-drink-and-cafe-props-9256542f9436,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
forest-nature-pack-fda52ab2037c,imports/raw/more_assets_to_ingest/forest-nature-pack-fda52ab2037c,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\forest-nature-pack-fda52ab2037c,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
furniture-and-fixtures-ca0e48a09f8f,imports/raw/more_assets_to_ingest/furniture-and-fixtures-ca0e48a09f8f,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\furniture-and-fixtures-ca0e48a09f8f,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
furniture-and-fixtures-e1c58be8cd25,imports/raw/more_assets_to_ingest/furniture-and-fixtures-e1c58be8cd25,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\furniture-and-fixtures-e1c58be8cd25,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
furniture-and-interior-cc9632e134f6,imports/raw/more_assets_to_ingest/furniture-and-interior-cc9632e134f6,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\furniture-and-interior-cc9632e134f6,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
furniture-and-seating-c81ad41855ca,imports/raw/more_assets_to_ingest/furniture-and-seating-c81ad41855ca,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\furniture-and-seating-c81ad41855ca,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
furtniure-and-fixtures-428289fbb8e9,imports/raw/more_assets_to_ingest/furtniure-and-fixtures-428289fbb8e9,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\furtniure-and-fixtures-428289fbb8e9,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
interior-rooms-6a30539492a2,imports/raw/more_assets_to_ingest/interior-rooms-6a30539492a2,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\interior-rooms-6a30539492a2,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
jars-bottles-and-items-e1e6b1bde663,imports/raw/more_assets_to_ingest/jars-bottles-and-items-e1e6b1bde663,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\jars-bottles-and-items-e1e6b1bde663,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
jars-pots-and-items-39ea94c4e3e4,imports/raw/more_assets_to_ingest/jars-pots-and-items-39ea94c4e3e4,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\jars-pots-and-items-39ea94c4e3e4,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
jars-pots-and-urns-f6c8f93d9ae0,imports/raw/more_assets_to_ingest/jars-pots-and-urns-f6c8f93d9ae0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\jars-pots-and-urns-f6c8f93d9ae0,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
lanterns-and-lights-5975026f1e26,imports/raw/more_assets_to_ingest/lanterns-and-lights-5975026f1e26,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\lanterns-and-lights-5975026f1e26,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
lightning-and-fx-2b443bef9b37,imports/raw/more_assets_to_ingest/lightning-and-fx-2b443bef9b37,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\lightning-and-fx-2b443bef9b37,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
lightning-and-fx-4a1b18007845,imports/raw/more_assets_to_ingest/lightning-and-fx-4a1b18007845,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\lightning-and-fx-4a1b18007845,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
lightning-fx-8f35f586d12f,imports/raw/more_assets_to_ingest/lightning-fx-8f35f586d12f,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\lightning-fx-8f35f586d12f,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
machines-and-tech-779a46f3627e,imports/raw/more_assets_to_ingest/machines-and-tech-779a46f3627e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\machines-and-tech-779a46f3627e,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
magic-and-effects-0936bd39b3a0,imports/raw/more_assets_to_ingest/magic-and-effects-0936bd39b3a0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\magic-and-effects-0936bd39b3a0,True,1,hold_quarantine,no_license_evidence,vfx:1
magic-crystal-and-lights-37fb7bc1d9d9,imports/raw/more_assets_to_ingest/magic-crystal-and-lights-37fb7bc1d9d9,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\magic-crystal-and-lights-37fb7bc1d9d9,True,1,hold_quarantine,no_license_evidence,vfx:1
magical-and-occult-893317544884,imports/raw/more_assets_to_ingest/magical-and-occult-893317544884,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\magical-and-occult-893317544884,True,1,hold_quarantine,no_license_evidence,vfx:1
micro-tiles-bade61e6442f,imports/raw/more_assets_to_ingest/micro-tiles-bade61e6442f,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\micro-tiles-bade61e6442f,True,1,hold_quarantine,no_license_evidence,tileset:1
miscellaneous-5fab74a3b41b,imports/raw/more_assets_to_ingest/miscellaneous-5fab74a3b41b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\miscellaneous-5fab74a3b41b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
miscellaneous-props-960ddbce9405,imports/raw/more_assets_to_ingest/miscellaneous-props-960ddbce9405,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\miscellaneous-props-960ddbce9405,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
miscellaneous-props-f8a7ee7f9cef,imports/raw/more_assets_to_ingest/miscellaneous-props-f8a7ee7f9cef,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\miscellaneous-props-f8a7ee7f9cef,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
occult-and-horror-elements-65dc9285a102,imports/raw/more_assets_to_ingest/occult-and-horror-elements-65dc9285a102,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\occult-and-horror-elements-65dc9285a102,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
pastries-desserts-plates-and-cafe-food-830473b533f3,imports/raw/more_assets_to_ingest/pastries-desserts-plates-and-cafe-food-830473b533f3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\pastries-desserts-plates-and-cafe-food-830473b533f3,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
patch-1-c753f86136e7,imports/raw/more_assets_to_ingest/patch-1-c753f86136e7,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\patch-1-c753f86136e7,True,1,hold_quarantine,no_license_evidence,tileset:1
pillars-and-columns-0086c78b0bdc,imports/raw/more_assets_to_ingest/pillars-and-columns-0086c78b0bdc,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\pillars-and-columns-0086c78b0bdc,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
pipes-cables-and-vents-3e137f4db3bf,imports/raw/more_assets_to_ingest/pipes-cables-and-vents-3e137f4db3bf,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\pipes-cables-and-vents-3e137f4db3bf,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
plants-and-bushes-40568be64d66,imports/raw/more_assets_to_ingest/plants-and-bushes-40568be64d66,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\plants-and-bushes-40568be64d66,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
plants-and-flowers-bee41c1c1d29,imports/raw/more_assets_to_ingest/plants-and-flowers-bee41c1c1d29,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\plants-and-flowers-bee41c1c1d29,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
plants-and-greenery-691c047b4af8,imports/raw/more_assets_to_ingest/plants-and-greenery-691c047b4af8,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\plants-and-greenery-691c047b4af8,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
plants-decor-jars-boxes-and-small-interior-props-ee0d745d7117,imports/raw/more_assets_to_ingest/plants-decor-jars-boxes-and-small-interior-props-ee0d745d7117,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\plants-decor-jars-boxes-and-small-interior-props-ee0d745d7117,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
psychological-elements-1e8cb5dbe263,imports/raw/more_assets_to_ingest/psychological-elements-1e8cb5dbe263,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\psychological-elements-1e8cb5dbe263,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
rocks-and-stones-6c4d3c43e8d0,imports/raw/more_assets_to_ingest/rocks-and-stones-6c4d3c43e8d0,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\rocks-and-stones-6c4d3c43e8d0,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
rocks-and-stones-856181d9943b,imports/raw/more_assets_to_ingest/rocks-and-stones-856181d9943b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\rocks-and-stones-856181d9943b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
roof-tiles-67d40569eebc,imports/raw/more_assets_to_ingest/roof-tiles-67d40569eebc,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\roof-tiles-67d40569eebc,True,1,hold_quarantine,no_license_evidence,tileset:1
rooftop-and-building-tops-285823c85365,imports/raw/more_assets_to_ingest/rooftop-and-building-tops-285823c85365,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\rooftop-and-building-tops-285823c85365,True,1,hold_quarantine,no_license_evidence,ui:1
sakura-trees-afba66f7e83b,imports/raw/more_assets_to_ingest/sakura-trees-afba66f7e83b,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\sakura-trees-afba66f7e83b,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
service-stations-and-counters-5e7a7aec0c97,imports/raw/more_assets_to_ingest/service-stations-and-counters-5e7a7aec0c97,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\service-stations-and-counters-5e7a7aec0c97,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
shrine-gates-baaa6b380741,imports/raw/more_assets_to_ingest/shrine-gates-baaa6b380741,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\shrine-gates-baaa6b380741,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
signage-menus-and-cafe-accessories-4f8a13220fed,imports/raw/more_assets_to_ingest/signage-menus-and-cafe-accessories-4f8a13220fed,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\signage-menus-and-cafe-accessories-4f8a13220fed,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
signs-and-holograms-a9d18e25d9f4,imports/raw/more_assets_to_ingest/signs-and-holograms-a9d18e25d9f4,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\signs-and-holograms-a9d18e25d9f4,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
signs-and-misc-32069ac0c125,imports/raw/more_assets_to_ingest/signs-and-misc-32069ac0c125,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\signs-and-misc-32069ac0c125,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
skeletons-and-bones-35fdbb9ef507,imports/raw/more_assets_to_ingest/skeletons-and-bones-35fdbb9ef507,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\skeletons-and-bones-35fdbb9ef507,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
special-effects-82458baf1d4f,imports/raw/more_assets_to_ingest/special-effects-82458baf1d4f,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\special-effects-82458baf1d4f,True,1,hold_quarantine,no_license_evidence,vfx:1
special-tiles-5a2d9a1eb8c5,imports/raw/more_assets_to_ingest/special-tiles-5a2d9a1eb8c5,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\special-tiles-5a2d9a1eb8c5,True,1,hold_quarantine,no_license_evidence,tileset:1
special-tiles-5a834c874ed3,imports/raw/more_assets_to_ingest/special-tiles-5a834c874ed3,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\special-tiles-5a834c874ed3,True,1,hold_quarantine,no_license_evidence,tileset:1
special-tiles-90790b94966e,imports/raw/more_assets_to_ingest/special-tiles-90790b94966e,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\special-tiles-90790b94966e,True,1,hold_quarantine,no_license_evidence,tileset:1
stairs-ladders-and-railings-a5897ee337d9,imports/raw/more_assets_to_ingest/stairs-ladders-and-railings-a5897ee337d9,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\stairs-ladders-and-railings-a5897ee337d9,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
statues-and-figures-50a27ae8ab09,imports/raw/more_assets_to_ingest/statues-and-figures-50a27ae8ab09,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\statues-and-figures-50a27ae8ab09,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
statues-and-gargoyles-3ff8106b905d,imports/raw/more_assets_to_ingest/statues-and-gargoyles-3ff8106b905d,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\statues-and-gargoyles-3ff8106b905d,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
statues-and-monuments-50c4a3f458d7,imports/raw/more_assets_to_ingest/statues-and-monuments-50c4a3f458d7,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\statues-and-monuments-50c4a3f458d7,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
stone-patchs-and-walkways-60144a816f81,imports/raw/more_assets_to_ingest/stone-patchs-and-walkways-60144a816f81,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\stone-patchs-and-walkways-60144a816f81,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
stone-planers-and-raised-beds-3178a2f48757,imports/raw/more_assets_to_ingest/stone-planers-and-raised-beds-3178a2f48757,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\stone-planers-and-raised-beds-3178a2f48757,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
streets-props-and-urban-bdf4390e8885,imports/raw/more_assets_to_ingest/streets-props-and-urban-bdf4390e8885,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\streets-props-and-urban-bdf4390e8885,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
structures-and-columns-feb846dd54bb,imports/raw/more_assets_to_ingest/structures-and-columns-feb846dd54bb,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\structures-and-columns-feb846dd54bb,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
tables-chairs-and-sitting-790da58f43a7,imports/raw/more_assets_to_ingest/tables-chairs-and-sitting-790da58f43a7,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\tables-chairs-and-sitting-790da58f43a7,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
temple-building-parts-f653b224058c,imports/raw/more_assets_to_ingest/temple-building-parts-f653b224058c,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\temple-building-parts-f653b224058c,True,1,hold_quarantine,no_license_evidence,ui:1
traps-and-mechanism-82e5c19ea593,imports/raw/more_assets_to_ingest/traps-and-mechanism-82e5c19ea593,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\traps-and-mechanism-82e5c19ea593,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
traps-and-mechanism-a661c46254bc,imports/raw/more_assets_to_ingest/traps-and-mechanism-a661c46254bc,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\traps-and-mechanism-a661c46254bc,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
trees-and-vegetation-8958f27af80a,imports/raw/more_assets_to_ingest/trees-and-vegetation-8958f27af80a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\trees-and-vegetation-8958f27af80a,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
vehicles-and-transports-d4c17ab596b8,imports/raw/more_assets_to_ingest/vehicles-and-transports-d4c17ab596b8,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\vehicles-and-transports-d4c17ab596b8,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
wall-and-floor-details-07299d26fcfb,imports/raw/more_assets_to_ingest/wall-and-floor-details-07299d26fcfb,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-and-floor-details-07299d26fcfb,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-and-floor-details-0af40a9f025a,imports/raw/more_assets_to_ingest/wall-and-floor-details-0af40a9f025a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-and-floor-details-0af40a9f025a,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-and-floor-details-932fbd8a3571,imports/raw/more_assets_to_ingest/wall-and-floor-details-932fbd8a3571,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-and-floor-details-932fbd8a3571,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-and-floor-details-e9d53f8fa02a,imports/raw/more_assets_to_ingest/wall-and-floor-details-e9d53f8fa02a,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-and-floor-details-e9d53f8fa02a,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-tiles-41696c095bd6,imports/raw/more_assets_to_ingest/wall-tiles-41696c095bd6,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-tiles-41696c095bd6,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-tiles-6d2298023429,imports/raw/more_assets_to_ingest/wall-tiles-6d2298023429,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-tiles-6d2298023429,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-tiles-and-cliffs-00b0abab4f69,imports/raw/more_assets_to_ingest/wall-tiles-and-cliffs-00b0abab4f69,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-tiles-and-cliffs-00b0abab4f69,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-tiles-and-edges-28519664b778,imports/raw/more_assets_to_ingest/wall-tiles-and-edges-28519664b778,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-tiles-and-edges-28519664b778,True,1,hold_quarantine,no_license_evidence,tileset:1
wall-tiles-and-edges-44044b997b86,imports/raw/more_assets_to_ingest/wall-tiles-and-edges-44044b997b86,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wall-tiles-and-edges-44044b997b86,True,1,hold_quarantine,no_license_evidence,tileset:1
water-and-liquids-ef9988af64a4,imports/raw/more_assets_to_ingest/water-and-liquids-ef9988af64a4,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\water-and-liquids-ef9988af64a4,True,1,hold_quarantine,no_license_evidence,ui:1
water-and-ponds-50847365dc52,imports/raw/more_assets_to_ingest/water-and-ponds-50847365dc52,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\water-and-ponds-50847365dc52,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
wooden-and-nature-props-79ee1e2540a5,imports/raw/more_assets_to_ingest/wooden-and-nature-props-79ee1e2540a5,C:\dev\URPG Maker\imports\raw\more_assets_to_ingest\wooden-and-nature-props-79ee1e2540a5,True,1,hold_quarantine,no_license_evidence,image_uncategorized:1
